"Country Name",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Chad,1652147604.24342,1675240392.7118,1765035223.04332,1736804296.1512,1693194189.30585,1703458802.86245,1672675728.52593,1685508519.88578,1677802056.96382,1793256821.42879,1826605237.93927,1785549976.99748,1806076946.87558,1654711750.84253,1736816108.63923,1893307882.71783,1949742946.40882,1993312386.85418,1983951110.49207,1558570413.08453,1464313206.24547,1479584793.62278,1558692407.35153,1803075391.05801,1840018583.01052,2241009665.85345,2149539102.23904,2098190729.44665,2423040152.163,2541399245.13425,2435207579.69279,2643055887.01301,2854538506.31236,2406095158.67203,2649998321.26256,2682766857.28733,2742176005.99462,2897201973.82251,3098603284.43494,3077444465.04353,3050372770.15797,3405989334.99851,3695199036.00095,4239193933.44879,5664808224.78989,6646663021.43571,6689750813.03137,6908605982.76406,7119504412.548,7419783433.41223,8425171572.26206,8432153494.99944,9181145943.57404,9511666378.5359
"Channel Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8436178390.83598,8754244560.23824,9264323004.06298,9124157385.98477,8975232287.15433,8687831263.40615,8707309154.89335,8827272727.27273,9258246607.50513,9804328513.28763,NA,NA,NA,NA,NA,NA
Chile,18963351425.7057,19731354063.642,20756018974.9337,22025574332.7666,22613188389.73,22707524961.9032,24978642155.6778,25888060392.7065,26859297337.6339,27791668758.7074,28381552376.1293,30940990788.2519,30687523579.5202,29171222137.5521,29898707060.8083,26501382714.7455,27404121462.1944,29787578565.201,32010603752.3748,34789866777.2376,37624756132.8624,39407157869.6693,35339065362.5619,34000926092.6089,36711936068.0854,39325542657.382,41526338961.6927,44264674990.1072,47500954550.1063,52517209835.9212,54459075631.1575,58799457626.499,66018814245.4406,70631077872.7696,74662783917.9718,82597628934.2522,88720997153.452,94581533271.3725,97637347892.2375,96894469432.7313,101250644204.012,104640698418.626,106908166747.188,111138254011.521,117852212336.75,124404150138.162,129884118977.357,136587211839.706,141084284172.823,139622043005.888,147668421646.384,156290684899.776,164701868785.195,171412998442.465
China,87992289679.0439,87728312810.0067,63778483412.8749,60206888341.7539,66347990952.6128,78489673296.941,91832917757.4209,101659039957.465,95864474679.8895,91934031218.014,107470882493.858,128320233697.667,137302650056.504,142520150758.651,153779242668.584,157316165249.962,171002671626.708,168266628880.681,181054892675.613,202183851996.394,217494939919.657,234549679486.392,246847377186.511,269204025705.176,298420682082.113,343709067463.238,389993593846.338,424493897433.834,473664146237.484,527096228131.687,548513217886.02,569570777448.968,621851320281.421,710407338559.815,809610857099.425,915513478754.075,1015533143205.26,1117173011415.58,1221036966125.71,1316685028680.61,1417014268502.63,1534630958893.72,1674007186129.5,1841832751026.23,2027582320700.31,2256902590825.33,2542999615098.19,2903149265436.88,3182858058706.16,3476132934122.88,3839284159376.07,4196333171021.27,4517459790990.24,4864002759905.31
Colombia,23242411208.9211,24466210709.5114,25803656187.0372,26553023953.7878,28306145299.0074,29158864302.1957,30710806402.7523,31997784341.8572,34054424119.3099,36275091003.5205,38798573186.2875,41107562835.8077,44261916597.8856,47239628963.8217,49952375101.0683,51075328000.6537,53535722198.5943,55756391150.0433,60475305436.5383,63730602455.0247,66342409470.3398,67843882009.9298,68487367878.6247,69572465506.6279,71906692003.8695,74127360955.3185,78455133043.4705,82669355854.7843,86025583726.2487,88965444955.0798,94340771371.0424,96489129130.8574,101345115819.298,103742587133.687,109796808958.296,115508919422.941,117883614985.853,121927369178.451,122622091929.208,117467040492.361,122659075458.942,124717170010.312,127840063584.493,132849184877.479,139934061223.428,146520136085.39,156333344555.32,167121326564.335,173048793940.101,175906779990.403,182893446717.743,194945231450.433,202838614174.139,211473737964.705
Comoros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226706744.275443,235468781.267621,250500221.38825,262576907.063764,273369511.936653,279603353.328492,284824140.21331,289489534.305825,297269619.660926,287814438.19558,302468201.503483,286148230.528922,310559316.979845,319894535.87926,303014718.364325,313953942.034178,309898698.123188,322388671.425539,326523829.833534,332806552.119956,337525258.67454,348762178.520623,363233767.266647,372222414.498212,371329325.96952,387036131.685576,391843702.770378,393767619.8496,397606567.555024,404804114.407613,413107576.039414,422308321.0721,434813461.978003,450111042.243652
"Congo, Dem. Rep.",11510596204.5,10261538120.9008,12437055778.1909,13085522639.4997,12766206632.6185,12893530240.2791,13767129486.772,13631421568.703,14222029961.753,15548780017.3171,15510676709.5148,16442095648.3146,16466945494.0386,17806906278.9994,18364366772.6263,17449521783.538,16523126308.8697,16648833196.7413,15758904526.4374,15826681724.9142,16174063607.4862,16554238866.4929,16478473821.9319,16711101044.6694,17637075523.2889,17719590748.8583,18555460994.1862,19051938785.7183,19141555549.9007,18899213764.202,17657854685.413,16170877648.6656,14472934110.7003,12523567300.8403,12035148576.5286,12119394475.7046,11995392147.0232,11321605380.4923,11137725068.6712,10662128522.8916,9925276570.39549,9716828589.15549,10003257879.3144,10561221829.1626,11272876447.8313,11964484457.5233,12601112230.6244,13389876048.7846,14223515574.3476,14629606048.4244,15665220568.0406,16740580526.2072,17938848579.9182,19460213029.4409
"Congo, Rep.",969967177.339747,1050966485.26341,1105641007.29899,1061091409.56674,1101591106.7801,1142090748.57744,1157611561.60513,1182109771.5713,1272320424.81872,1368361852.84246,1455368732.94053,1568203992.97583,1703344769.25096,1843550295.61627,1988923837.80937,2142699410.58646,2162332681.05499,1968729781.99039,2093936015.04478,2299418662.23819,2704958060.4603,3181564163.11519,3932340128.57868,4162537858.38464,4452921954.45132,4400125401.88694,4098209634.62266,4105970685.93914,4178492945.01582,4287128601.68514,4330000040.59616,4433719452.32974,4549525901.20552,4504954959.79338,4257494371.97646,4427169332.84576,4617116216.49495,4588267913.51737,4759756847.97885,4636850437.17384,4988137317.10777,5177816321.51079,5415057137.38335,5459095851.707,5648888504.40504,6087002681.74095,6466587987.13705,6364272160.69493,6718906218.44741,7220733128.85074,7852666838.48479,8121276830.73807,8429885013.41806,8719932509.57574
"Costa Rica",2457830671.22046,2434335273.41414,2632692702.03021,2758659454.01295,2873117672.56484,3155534143.97337,3403897025.03218,3596221493.17071,3897765304.33799,4115172121.60231,4423939014.32162,4723815960.51534,5110131761.76597,5504067517.18137,5809262556.38594,5931261197.54522,6258522354.01868,6815810876.8419,7243004557.20574,7600745530.33838,7657895186.57435,7484699978.37035,6939397008.45217,7138071438.3947,7580753470.51855,7659700366.30615,8102810164.50472,8659913989.02569,8990670133.91621,9446108070.20703,9814970825.92196,10067404020.7552,10988774465.685,11803447101.8666,12361703106.68,12846391834.5497,12960285643.4833,13683234534.4806,14832331750.4352,16051875833.5528,16340941962.2526,16516835259.7016,16996184390.114,18084706852.1144,18855016399.7246,19964893807.3935,21717739801.5097,23441116406.864,24081438729.6824,23836839014.3812,25017792422.6052,26146150049.6398,27488454359.9158,28449804624.6379
"Cote d'Ivoire",3147474547.32781,3460099192.92127,3502554419.25763,4010087018.97026,4716387167.81598,4569723832.55403,5098777197.39381,5333226711.99504,6002453260.46135,6575040408.54581,7257202944.76114,7943490331.48778,8280026229.85207,8771793343.57113,9151382249.59104,9906635428.00941,11186215832.4532,12004427020.6005,13314044421.9583,13632836895.4998,12138991899.5938,12563917178.5006,12589148332.4244,12098141277.7267,11771338853.3237,12301193085.7229,12702131871.1168,12657804871.9136,12801658794.3833,13179052328.5822,13034621985.5123,13039956426.5971,13008065829.3683,12983027240.7335,13088346425.8712,14020988580.5453,15104716695.7939,15968564294.4805,16727466359.9608,16992838845.0374,16364069024.7597,16360594855.8624,16126506130.7098,15875680152.9747,16160466859.4726,16363437145.2025,16475358262.1915,16757813807.4961,17128737061.5948,17753676287.2589,18173099407.3027,17315175292.8693,18959424338.6802,20608704661.902
Croatia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30497896081.2508,32303460112.9026,34417283066.0556,35097632191.5737,34731608390.5792,36034178392.3289,37351587213.9854,39173696884.2024,41277742636.9636,42981868334.6875,44821408830.902,47033452790.7954,49413312273.1423,50443252480.2884,46938856452.6573,45872253522.124,45764543779.4885,44908876583.3248,44459787817.4914
Cuba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16892333635.7138,18342347658.7511,19227675195.7553,19888047525.352,20083843668.1054,21987074317.8286,23180524010.4471,25199432412.7921,26861586577.1345,27153889923.9198,25837077507.2789,30923967748.3627,33681839786.7888,35504522667.7754,38319930683.507,38931775260.791,38968878630.3701,38032778856.7253,39442098659.0563,39710337775.6038,38539452744.1862,34418545681.768,30432670556.4927,25904842930.7478,26090562530.5417,26731660100.6193,28827088119.9103,29629923680.4694,29676063655.2142,31513369130.5574,33377657730.3717,34439811630.0028,34931815613.8635,36256208104.1326,38348509946.2299,42644200000,47789566449.4498,51260110220.6956,53370400812.4402,54143800237.2128,55436887630.693,56939415466.4957,NA,NA
Curacao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3003978334.71143,3612773269.53877,4203895306.31416,4530849278.04411,4979655580.97824,5266147385.05084,5398696204.01724,5723790137.01094,6043302465.52676,6572568466.15883,6893476791.10176,7148807811.81357,7653888844.06694,8315703663.66543,8976588017.41507,9641214594.22448,9712511376.14877,10625487445.5068,10699865857.6253,11331157943.2252,12022358577.7619,12244632337.8918,12532199641.6774,13164231118.3842,13802278123.1053,14498299779.0647,15081936317.8573,15397335239.0069,15695130499.4412,16358201719.7186,16997801392.3755,17699013877.5361,18607069376.1017,19281876370.1893,18960609562.1346,19207097486.4423,19283925876.3881,18821111655.3548,17804771625.9656
"Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101027444252.4,89293164836.4899,88840857140.2124,88895853406.565,91482108880.6875,97173582293.5833,101584951076.389,100718914462.814,100481242760.592,102168611668.62,106445032679.511,109742007520.288,112100692548.236,116322600169.05,121839305156.023,130066444281.346,139197604082.243,147180768655.496,151741903168.469,144902684972.294,148480783612.59,151181074754.164,149637335689.365,148239522207.806
Denmark,78889957009.2285,83922215206.8994,88677937906.0801,89242835200.5947,97515590884.5739,101957674532.813,104752242741.017,108336450812.433,112642768074.514,119764590199.065,122191127569.489,125859162688.691,131113779690.619,136042660954.596,134932614927.448,133284478157.999,141406168364.041,144204389901.546,147484386008.393,153310209907.486,152562757711.556,151209672785.156,156825573939.86,160984364280.57,167690292091.967,174438878001.156,183072278283.761,183603072246.177,183341136557.991,184391498667.617,187355488076.359,189791909500.059,193541173704.458,193367751058.462,204052086824.715,210306641253.579,216267877957.148,223185106996.77,228006923565.636,233844930139.022,242096513037.548,243802891822.622,244938643401.352,245878794245.703,251525368898.316,257675536234.494,266422874447.007,270641046805.772,268519620938.117,253304451792.673,256817427641.902,259568677869.103,258637531662.139,259716253870.743
Djibouti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732965339.405434,701611891.825719,701485833.094265,655041288.850003,648901308.728191,626265935.821753,600491968.873135,596013066.21901,596605375.380336,609605443.497779,612142706.47873,624677946.745618,641035528.567254,661548404.756286,686862396.274093,708633194.726566,742646629.169934,780522063.148717,825792051.041028,867077550.573029,905664174.693927,954435406.362804,983101839.783433,1032256019.99037
Dominica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171610539.66678,191813385.435109,156435006.942059,178743708.57307,200343772.993146,208626816.749438,214242432.383256,225868083.100188,228769484.510994,244961176.255168,263379047.786337,285921733.40209,285226466.70457,300214833.634318,302039898.018898,308223749.776394,313404834.420672,317890652.36743,324168097.718822,332731922.256804,337692361.340522,354502968.802418,356925277.976578,336914785.628439,336693033.932426,329516383.817092,353875285.219506,364596348.997895,361615917.777778,396014551.548151,419338001.109881,452332573.932799,446961364.403487,452332573.932799,453483547.403366,448112337.874054,444659417.462353
"Dominican Republic",3594124890.76356,3510983850.21394,4109509718.92043,4376747143.77236,4672828183.58537,4089573527.71035,4640166910.66384,4794570427.01349,4806022757.75109,5329468130.68001,6300853381.13234,6985848524.41747,7711969079.68219,8706486390.79022,9229041246.53466,9708328741.75888,10361517009.5866,10877705400.4609,11110562776.4592,11614026720.5576,12539518149.3888,13076192899.5722,13298319325.4561,13913758401.1821,14088083322.0115,13789058822.7787,14274708541.3908,15718933250.4515,16057827682.9154,16764458627.2017,15850072671.3683,15999719375.9723,17681798991.4716,18958888383.8865,19395560192.8238,20461080369.7288,21920235176.7529,23674790956.9429,25334535313.6759,27035839066.5811,28565149660.2812,29081958770.2591,30765282834.3025,30687336281.2199,31089941311.2614,33969724872.4638,37594686814.4999,40780695458.6011,42923985852.7676,44406603700.051,47848657632.1096,49993672106.0299,51937267397.8784,54048253981.9198
Ecuador,7192460806.94944,7303446182.40817,7636401802.9004,7932362635.4957,8552030012.19604,8955512516.63489,8925106255.50502,9337542014.85834,9515836627.63268,9960153685.59579,10644608408.0154,11314431696.2683,11882149226.4415,13539790095.4939,15057398771.9107,16709519753.7957,17945554280.2691,18233552092.5515,19274108991.652,19993813550.3048,20735320708.271,21899166084.3876,22033812089.545,21959587057.5576,22536086226.4062,23422881537.5164,24234433441.7338,24171642337.7103,25595465023.0693,25852898565.4982,26804263012.862,27954525716.01,28545571237.405,29108837609.7445,30348364823.5526,31031976543.3866,31569372025.8705,32935651754.096,34011504502.9591,32399568091.2896,32753307082.5554,34068558674.8654,35464271434.6651,36429920044.2757,39421188399.2815,41507085000,43334860459.8881,44283921626.2429,47099108358.7842,47365920847.5908,48764673104.8698,52585205968.3695,55279286827.9116,57490458301.0281
"Egypt, Arab Rep.",NA,NA,NA,NA,NA,13033211681.269,13170926593.9748,13253368027.749,13614047376.1076,14541511196.7828,15355619970.4217,15883993354.5466,16206263154.2361,16320557310.0417,16726204573.2296,18221388895.9456,20886676573.4701,23567890612.0103,24930046328.7321,26435536215.5505,29082086363.8413,30174433052.0647,33163865667.7724,35618369612.2402,37788068038.8278,40282855130.9359,41348971433.5637,42390726330.9994,44637739581.1937,46857296985.8245,49528984458.6842,50063321953.2561,52282126435.1286,53798721547.7508,55936237385.5407,58533054147.1532,61453110511.456,64827581619.5407,67444260766.7693,71562043411.6716,75403498185.1654,78069182010.4891,79919803451.0353,82472056518.4893,85846872130.5015,89685724889.1628,95823670783.5056,102615487202.676,109958942449.591,115111760953.055,121036124473.081,123169294890.388,125895066990.772,128536277338.132
"El Salvador",NA,NA,NA,NA,NA,6483467826.85326,6947757879.64966,7325496862.25592,7562600702.5487,7826188943.78041,8059197651.14024,8370142401.69563,8882188674.92912,9314011729.65878,9811007300.23261,10097835420.8587,10607701253.6317,11326910064.1102,11929814921.0311,11431117038.5492,10085523882.9135,9031492211.66104,8461985015.33114,8591877513.04781,8706747080.94786,8760432531.08894,8777024354.25394,8997642561.66389,9166569517.97537,9254769532.64966,9701919257.09624,10048899934.9782,10806922371.0499,11603341038.221,12305385811.0584,13092508548.5949,13315812945.2516,13881247969.5462,14401617943.6556,14898343922.825,15219053495.2179,15479137439.5593,15841476609.881,16205836634.471,16505731407.8996,17093800000,17762500677.4091,18444538992.9895,18679564344.4028,18094324948.2781,18341273339.8749,18747869218.6743,19100508288.5077,19420611604.6201
"Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100439987.148464,106234792.283046,108573738.203004,114007188.41594,115160236.193897,130021870.596941,126991637.634778,132625923.173528,136147489.050959,134473994.043263,132109182.661295,130758711.150067,176191243.808403,195630799.117384,228240175.36108,268150854.349666,446685685.891095,1116593446.39567,1382057757.94222,1736749274.45854,2053076965.64822,3354314588.9117,4007159270.28358,4566368377.17488,6301530224.00113,6915849240.15443,7002971457.55566,7922907432.04427,8895206918.66305,8177989885.14002,8071655046.00935,8475079484.40017,8747738188.88845,8319923915.97633
Eritrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588667473.084347,667871279.357195,809602988.473334,832744508.741489,909846989.541791,981803916.941375,999207202.265272,999341902.616076,967942712.486683,1052690320.22796,1084328176.71456,1055533675.38337,1070857220.45707,1098425899.89884,1087779776.23367,1103300454.67674,995364243.005052,1033949556.99934,1056636372.39783,1148350300.32499,1228931290.90073,1245303753.65022
Estonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6927673199.85693,6813891405.91107,7119162269.31304,7538473521.36497,8423215663.08511,8996810536.98453,8972406367.20888,9842476302.04447,10460745662.339,11147015405.6608,12012624258.8171,12774565430.5328,13905561150.0771,15309653397.5029,16456683846.9383,15773508424.1158,13549705746.6547,13897254466.995,15225543588.0217,15825263611.1526,15956715577.277
Ethiopia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5607927671.10556,5659299344.72556,6125347156.62363,5950898586.65883,5287712477.55681,5798578478.42041,6602238196.24286,6635475389.78352,6611528737.02559,6791787146.84279,6307037426.87174,5760042172.57186,6517075126.59324,6724982985.4856,7137056860.44126,8023901606.64507,8275375764.10926,7989197152.71079,8401631899.76216,8911851184.72705,9651662440.22658,9797857695.16914,9586117908.93164,10887180465.7645,12173919387.078,13492918145.2283,15038669489.8882,16661124577.3452,18127717313.9203,20402844449.6211,22683533174.2928,24662742422.285,27218401245.7007
"Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1730894295.38595,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,692189289.242543,716537626.651023,742376703.502111,789582749.827599,828092890.03861,805732170.940603,805732170.940603,913312169.82793,985611982.374695,1011202566.26099,1139652635.17915,1218163170.44889,1309346059.25836,1461398697.45385,1499411893.46132,1507361910.21553,1548605775.79698,1640035635.17132,1670596109.74564,1874823485.51501,1844761472.93698,1961534726.88114,1844264615.11914,1771229537.05724,1919889262.32352,1831315608.74942,1973240853.75985,1842710596.70488,1860322411.72656,1998704954.45446,2114629841.81282,2057534836.08387,2183044461.08499,2229544006.26339,2343250750.58283,2401832019.3474,2517119956.27607,2461743317.23799,2493745980.36209,2713195626.63396,2667071300.98118,2720412727.0008,2807465934.26483,2835540593.60747,2985824245.06867,3006725014.78415,3062424094.49332,3036373447.49703,3067732954.23986,3028700114.9565,3032066121.22253,3088694986.85874,3156712004.73093,3243051448.84684
Finland,45687552935.9089,49161940786.715,50627923085.4662,52291100802.311,55030467691.9326,57948655141.5669,59323674167.8124,60610303147.5459,62006334188.9467,67954780272.4974,71579425592.2757,73266495560.1489,78934014794.5689,84446630547.9222,87179774177.0469,88753279936.4082,89058931051.4036,89272236510.3791,91878725167.6163,98422260314.603,103726282642.055,105060742403.694,108264226217.455,111537944755.512,115004158463.864,118802036148.062,121940487809.696,126196191844.865,132785249498.341,139527783030.835,140232731559.888,131818871717.739,127225000491.51,126193590558.781,130804370144.562,135987432669.058,140841432503.794,149581753749.619,157107274393.719,163247610197.52,171938507007.73,175865148353.139,179090743098.622,182694824969.482,190230750757.923,195777993334.328,204412962493.709,215318854405.354,215950966924.025,197511750510.026,204154134528.244,209921185778.839,207805039548.637,204938422282.892
France,520325266323.065,548975793045.969,585604416614.308,616917702360.119,657130485249.329,688528410993.179,724428337782.237,758390688799.277,790690735480.176,845964212772.868,894413584660.25,942096233396.757,984848897684.425,1049953162113.86,1099210887168.58,1086859826940.01,1134531783482.56,1175065644473.46,1220840173879.52,1262950847540.17,1283622533248.77,1296190142529.72,1327524824140.68,1343878655335.03,1363964607238.97,1385927827221.06,1417194099445.36,1451042924528.68,1518772700106.95,1582375593209.97,1623837028984.48,1640714701824.36,1664963471935.78,1653852691682.83,1691021184933.84,1725641456022.73,1744064659527.19,1782152186194.85,1842357932069.84,1903007898865.84,1973040715336.02,2009259139005.37,2027922196776.6,2046163317428.99,2098231445884.94,2136555737949.56,2189261553002.04,2239290842802.07,2237484448620.85,2167069258226.38,2204446339914.44,2249127707682.93,2249439870828.98,2254249365766.3
"French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,1392173995.84133,1597754146.6858,1716774234.01681,1821367592.80983,1904320935.7245,2063014391.30889,2156015174.3517,2244738494.20716,2301054513.38299,2487046688.77008,2702905980.88032,2980189832.17499,3318053079.78503,3655911632.0458,5099524938.00897,6078129633.40879,8243483857.46374,7206281203.1416,5473227786.61693,5499193068.09453,5639584011.34592,5926939386.83037,5743351230.27086,6065452190.37271,6520901069.81701,6368771752.18206,6317592446.3125,5234375378.73474,5906749386.1601,6411499431.76493,6744399695.19381,7156651361.32999,6935500410.58951,7209213749.41684,7476874181.72279,7848762520.94277,8133284010.0353,8600001727.7339,8899095476.3999,8104172844.54505,7951573993.18484,8121076101.92649,8099380301.54248,8299855529.67542,8411572879.9193,8665736617.5506,8768095231.69375,9255018589.02344,9347550944.04716,9076471966.66982,9684595588.43669,10372201875.2157,10953045180.2278,11597850949.9878
"Gambia, The",NA,NA,NA,NA,NA,NA,142052227.321612,142052227.321612,155655349.772863,159446374.762509,169258458.291543,169146955.917427,169555793.311661,185240260.903737,196130154.273982,220437407.112337,236642256.270478,244781748.457488,260243253.099049,256786749.164323,272887480.211535,281952513.159823,279796754.151679,310247672.16346,321215727.262906,318606602.360257,331641025.085573,339780600.868016,354991987.976136,375921330.518697,389299915.638791,401395617.389672,414957527.292799,427456465.543946,428116228.560803,431891565.474317,441494869.411183,463128113.358854,479337590.197976,510015195.970645,538066031.749031,569273861.590475,550772458.934341,588610526.863128,630107569.006982,624173996.312708,631190333.829418,654109017.899903,691619828.204158,736227203.515185,784275580.677216,750589990.242091,796036940.601901,840990297.298611
Georgia,NA,NA,NA,NA,NA,4964049492.59979,5338121944.40345,5671754536.62646,5924506940.85283,6207588770.92937,6955734612.20735,7127606359.60175,7329807532.84634,7804981508.94294,8492467092.01461,9119291479.20932,9675346112.13788,10342611296.5839,11110977067.6522,11929894538.5377,12475838268.9004,13132993488.4512,13395855388.7374,13972129951.4563,14730386695.3001,15458311669.1171,14194551992.1619,14376532297.9455,15175228901.3699,14083340502.9738,12000664292.8037,9468524097.95439,5217156805.16532,3688529784.83173,3304922863.49131,3390850766.98802,3770626131.65502,4167259787.53882,4296649222.68871,4419931116.4925,4501184528.86158,4717486779.2103,4975714428.91354,5525933956.52176,5849606157.06556,6411147323.20169,7012723010.56588,7878373538.99014,8060682813.07673,7756329650.33302,8241335082.62982,8814396294.04463,9359126867.3521,9656412192.75747
Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1323600489688.11,1365064918967.32,1423767369407.55,1491787669124.01,1505065604342.64,1492020615355.92,1565864570870.02,1618277473048.8,1666963235517.09,1736148266393.08,1760607620743.17,1769925470019.4,1762937083062.23,1790657684659.01,1841207016982.54,1884069123653.19,1927164176555.74,1954185939456.8,2026632217579.47,2105600990195.49,2216250450350.69,2329462319056.86,2373999005123.61,2350209222504.1,2408300552156.39,2448687857533.7,2468051634084.46,2510928567875.44,2557678256976.57,2605534447594.89,2685202556832.31,2725866487588.92,2726143112968.21,2715907973934.24,2747443267174.05,2766253792966.22,2868605183305.97,2962381186887.53,2994469730885.94,2840389394617.72,2954359050887.93,3052837685917.52,3073861214744.07,3087139232950.31
Ghana,3203942161.92079,3313826985.01115,3449997351.00609,3602003349.88238,3681583433.90539,3731984224.92641,3573065543.04727,3682950288.96906,3696535249.16782,3918555593.754,4299575287.09398,4523846484.42274,4411308786.0821,4538556665.20994,4849562038.56289,4246682511.25468,4096766828.78017,4189931718.66481,4545067634.37937,4430761849.84707,4451661567.0021,4295716858.77772,3998296445.62353,3815824682.60483,4145800764.73751,4356889101.54377,4583410740.04942,4803180643.45871,5073511803.09005,5331544145.29472,5509021558.70084,5799998499.45829,6025004753.10415,6317217483.62968,6525685660.58951,6794049193.56085,7106742655.02504,7404967010.3032,7753029397.9998,8094162422.96523,8393646432.61492,8729392289.91952,9122214942.96594,9596570120.00017,10133978046.7201,10731883141.4457,11418723662.4982,12156343017.722,13181184012.1354,13707278823.3014,14804825656.668,17026596444.8307,18523201270.8397,19844237672.9785
Greece,44655044699.4758,49633875607.6804,50395020473.7869,55503087597.7081,60086721421.7393,65730463380.6554,69739263467.7856,73561977374.8067,78464227914.9826,86231974760.0282,93091286361.6486,100390738879.216,110590589694.713,119539998978.293,111843726256.081,118964602294.877,127115935485.541,130854417332.631,140337258108.72,144943239491.745,145924695198.084,143657432237.88,142030299882.077,140498329290.103,143323161165.237,146919936943.605,147680482808.979,144344582320.511,150533878329.055,156254165703.24,156254165703.24,161098044842.542,162225731156.269,159630119458.014,162822721848.395,166241542736.514,170162186674.837,176352020287.808,182283944166.904,188516946076.755,196957614571.307,205224269626.438,212282768281.439,224900411252.113,234723171409.685,240075690352.186,253297904331.443,262254970178.58,261690835688.703,253482546934.537,240951131470.427,223829580516.59,208222727155.151,200195507690.395
Greenland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653551140.261763,738910502.393719,784555022.723771,837951903.590474,885767561.376405,891491740.273335,944617601.728322,1027954738.79896,1089803867.5789,1142774860.06092,1241922068.88681,1250184336.28897,1194930423.03704,1236241760.04783,1172209187.6811,1215069699.8298,1301307115.83982,1373085563.89606,1450027929.07865,1546593179.34137,1365339688.20654,1363790513.06863,1294077631.86293,1229012276.07094,1301823507.55245,1350364328.54013,1371019997.04552,1391159273.83828,1499085141.77897,1519740810.28436,1627666678.22504,1648322346.73044,1632314203.63875,1626117503.08714,1669494406.94846,1702543476.55709,1778629819.19765,1876686744.38107,1883178374.31349,1781261018.80898,NA,NA,NA,NA
