ccode1,ccode2,year,distance
2,57,1994,2028
2,58,1994,1764
2,60,1994,1726
2,70,1994,1887
2,80,1994,1658
2,90,1994,1870
2,91,1994,1826
2,92,1994,1896
2,93,1994,1936
2,94,1994,2052
2,95,1994,2077
2,100,1994,2380
2,101,1994,2062
2,110,1994,2513
2,115,1994,2665
2,130,1994,2708
2,135,1994,3525
2,140,1994,4225
2,145,1994,3875
2,150,1994,4612
2,155,1994,5021
2,160,1994,5217
2,165,1994,5274
2,200,1994,3668
2,205,1994,3384
2,210,1994,3850
2,211,1994,3865
2,212,1994,3970
2,220,1994,3832
2,221,1994,4200
2,223,1994,4184
2,225,1994,4104
2,230,1994,3787
2,232,1994,3971
2,235,1994,3567
2,255,1994,4172
2,290,1994,4462
2,305,1994,4428
2,310,1994,4562
2,316,1994,4291
2,317,1994,4461
2,325,1994,4487
2,331,1994,4414
2,338,1994,4801
2,339,1994,4827
2,343,1994,4869
2,344,1994,4499
2,345,1994,4719
2,346,1994,4670
2,349,1994,4428
2,350,1994,5132
2,352,1994,5667
2,355,1994,4920
2,359,1994,4958
2,360,1994,4960
2,365,1994,4863
2,366,1994,4329
2,367,1994,4398
2,368,1994,4522
2,369,1994,4871
2,370,1994,4628
2,371,1994,5849
2,372,1994,5780
2,373,1994,6023
2,375,1994,4308
2,380,1994,4125
2,385,1994,3875
2,390,1994,4049
2,395,1994,2806
2,402,1994,3630
2,403,1994,5874
2,404,1994,4181
2,411,1994,5836
2,420,1994,4060
2,432,1994,4553
2,433,1994,3963
2,434,1994,5386
2,435,1994,3903
2,436,1994,5061
2,437,1994,4947
2,438,1994,4381
2,439,1994,4913
2,450,1994,4676
2,451,1994,4452
2,452,1994,5274
2,461,1994,5326
2,471,1994,5978
2,475,1994,5515
2,481,1994,6018
2,482,1994,6335
2,483,1994,5810
2,484,1994,6533
2,490,1994,6538
2,500,1994,7256
2,501,1994,7550
2,510,1994,7928
2,516,1994,7251
2,517,1994,7225
2,520,1994,7828
2,522,1994,7253
2,530,1994,7132
2,531,1994,6870
2,540,1994,6621
2,541,1994,8344
2,551,1994,7705
2,552,1994,7951
2,553,1994,7942
2,560,1994,7906
2,565,1994,7406
2,570,1994,8197
2,571,1994,7943
2,572,1994,8280
2,580,1994,8879
2,581,1994,8351
2,590,1994,9459
2,591,1994,8648
2,600,1994,3820
2,615,1994,4225
2,616,1994,4565
2,620,1994,4855
2,625,1994,6550
2,630,1994,6330
2,640,1994,5425
2,645,1994,6199
2,651,1994,5814
2,652,1994,5868
2,660,1994,5818
2,663,1994,5927
2,666,1994,5905
2,670,1994,6747
2,679,1994,7115
2,690,1994,6545
2,692,1994,6814
2,694,1994,6902
2,696,1994,7055
2,698,1994,7257
2,700,1994,6929
2,701,1994,6425
2,702,1994,6667
2,703,1994,6519
2,704,1994,6507
2,705,1994,6532
2,710,1994,6930
2,712,1994,6439
2,713,1994,7935
2,731,1994,6869
2,732,1994,6943
2,740,1994,6780
2,750,1994,7492
2,760,1994,7776
2,770,1994,7075
2,771,1994,8041
2,775,1994,8571
2,780,1994,8948
2,781,1994,8924
2,790,1994,7701
2,800,1994,8803
2,811,1994,8956
2,812,1994,8515
2,816,1994,8298
2,820,1994,9537
2,830,1994,9668
2,835,1994,9325
2,840,1994,8570
2,850,1994,10171
2,900,1994,9913
2,910,1994,9047
2,920,1994,8760
2,935,1994,8302
2,940,1994,8398
2,950,1994,7775
2,983,1994,7049
2,986,1994,8665
2,987,1994,7706
2,990,1994,7072
20,2,1994,455
20,200,1994,3335
20,220,1994,3513
20,255,1994,3811
20,365,1994,4453
20,710,1994,6499
20,740,1994,6419
31,2,1994,957
31,200,1994,4347
31,220,1994,4481
31,255,1994,4894
31,365,1994,5687
31,710,1994,7866
31,740,1994,7597
40,2,1994,1129
40,200,1994,4655
40,220,1994,4795
40,255,1994,5194
40,365,1994,5956
40,710,1994,7916
40,740,1994,7530
41,2,1994,1437
41,42,1994,160
41,200,1994,4467
41,220,1994,4575
41,255,1994,5036
41,365,1994,5904
41,710,1994,8366
41,740,1994,8150
42,2,1994,1477
42,41,1994,160
42,200,1994,4366
42,220,1994,4468
42,255,1994,4938
42,365,1994,5823
42,710,1994,8390
42,740,1994,8230
51,2,1994,1447
51,200,1994,4687
51,220,1994,4805
51,255,1994,5250
51,365,1994,6089
51,710,1994,8353
51,740,1994,8031
52,2,1994,2176
52,200,1994,4430
52,220,1994,4489
52,255,1994,5007
52,365,1994,5967
52,710,1994,8948
52,740,1994,8956
53,2,1994,2079
53,200,1994,4217
53,220,1994,4277
53,255,1994,4794
53,365,1994,5754
53,710,1994,8772
53,740,1994,8845
54,2,1994,1889
54,200,1994,4172
54,220,1994,4243
54,255,1994,4750
54,365,1994,5696
54,710,1994,8626
54,740,1994,8660
55,2,1994,2082
55,200,1994,4362
55,220,1994,4425
55,255,1994,4940
55,365,1994,5895
55,710,1994,8852
55,740,1994,8861
56,2,1994,1981
56,200,1994,4226
56,220,1994,4292
56,255,1994,4804
56,365,1994,5755
56,710,1994,8715
56,740,1994,8754
57,2,1994,2028
57,200,1994,4282
57,220,1994,4346
57,255,1994,4860
57,365,1994,5813
57,710,1994,8775
57,740,1994,8805
58,2,1994,1764
58,200,1994,4094
58,220,1994,4170
58,255,1994,4672
58,365,1994,5608
58,710,1994,8502
58,740,1994,8532
60,2,1994,1726
60,200,1994,4121
60,220,1994,4200
60,255,1994,4699
60,365,1994,5630
60,710,1994,8490
60,740,1994,8500
70,2,1994,1887
70,80,1994,697
70,90,1994,659
70,200,1994,5554
70,220,1994,5719
70,255,1994,6049
70,365,1994,6667
70,710,1994,7748
70,740,1994,7029
80,2,1994,1658
80,70,1994,697
80,90,1994,215
80,200,1994,5239
80,220,1994,5381
80,255,1994,5776
80,365,1994,6517
80,710,1994,8175
80,740,1994,7603
90,2,1994,1870
90,70,1994,659
90,80,1994,215
90,91,1994,224
90,92,1994,109
90,200,1994,5453
90,220,1994,5593
90,255,1994,5990
90,365,1994,6731
90,710,1994,8297
90,740,1994,7662
91,2,1994,1826
91,90,1994,224
91,92,1994,136
91,93,1994,149
91,200,1994,5341
91,220,1994,5473
91,255,1994,5888
91,365,1994,6663
91,710,1994,8415
91,740,1994,7836
92,2,1994,1896
92,90,1994,109
92,91,1994,136
92,200,1994,5447
92,220,1994,5583
92,255,1994,5990
92,365,1994,6749
92,710,1994,8391
92,740,1994,7769
93,2,1994,1936
93,91,1994,149
93,94,1994,213
93,200,1994,5404
93,220,1994,5530
93,255,1994,5958
93,365,1994,6752
93,710,1994,8564
93,740,1994,7980
94,2,1994,2052
94,93,1994,213
94,95,1994,318
94,200,1994,5429
94,220,1994,5546
94,255,1994,5990
94,365,1994,6816
94,710,1994,8759
94,740,1994,8193
95,2,1994,2077
95,94,1994,318
95,100,1994,481
95,200,1994,5285
95,220,1994,5389
95,255,1994,5855
95,365,1994,6720
95,710,1994,8917
95,740,1994,8438
100,2,1994,2380
100,95,1994,481
100,101,1994,639
100,130,1994,452
100,135,1994,1169
100,140,1994,2279
100,200,1994,5288
100,220,1994,5368
100,255,1994,5865
100,365,1994,6786
100,710,1994,9298
100,740,1994,8903
101,2,1994,2062
101,100,1994,639
101,110,1994,651
101,140,1994,2235
101,200,1994,4664
101,220,1994,4738
101,255,1994,5242
101,365,1994,6178
101,710,1994,8954
101,740,1994,8811
110,2,1994,2513
110,101,1994,651
110,115,1994,217
110,140,1994,1712
110,200,1994,4508
110,220,1994,4547
110,255,1994,5078
110,365,1994,6060
110,710,1994,9198
110,740,1994,9288
115,2,1994,2665
115,110,1994,217
115,140,1994,1575
115,200,1994,4444
115,220,1994,4471
115,255,1994,5009
115,365,1994,5999
115,710,1994,9238
115,740,1994,9418
130,2,1994,2708
130,100,1994,452
130,135,1994,824
130,200,1994,5738
130,220,1994,5820
130,255,1994,6316
130,365,1994,7229
130,710,1994,9546
130,740,1994,8977
135,2,1994,3525
135,100,1994,1169
135,130,1994,824
135,140,1994,1971
135,145,1994,671
135,155,1994,1534
135,200,1994,6326
135,220,1994,6378
135,255,1994,6902
135,365,1994,7865
135,710,1994,10353
135,740,1994,9632
140,2,1994,4225
140,100,1994,2279
140,101,1994,2235
140,110,1994,1712
140,115,1994,1575
140,135,1994,1971
140,145,1994,1345
140,150,1994,910
140,160,1994,1462
140,165,1994,1416
140,200,1994,5469
140,220,1994,5427
140,255,1994,5965
140,365,1994,6952
140,710,1994,10529
140,740,1994,10993
145,2,1994,3875
145,135,1994,671
145,140,1994,1345
145,150,1994,908
145,155,1994,1183
145,160,1994,1382
145,200,1994,6220
145,220,1994,6237
145,255,1994,6779
145,365,1994,7775
145,710,1994,10805
145,740,1994,10280
150,2,1994,4612
150,140,1994,910
150,145,1994,908
150,160,1994,647
150,200,1994,6351
150,220,1994,6320
150,255,1994,6861
150,365,1994,7854
150,710,1994,11378
150,740,1994,11188
155,2,1994,5021
155,135,1994,1534
155,145,1994,1183
155,160,1994,692
155,200,1994,7260
155,220,1994,7245
155,255,1994,7789
155,365,1994,8789
155,710,1994,11854
155,740,1994,10717
160,2,1994,5217
160,140,1994,1462
160,145,1994,1382
160,150,1994,647
160,155,1994,692
160,165,1994,143
160,200,1994,6929
160,220,1994,6881
160,255,1994,7415
160,365,1994,8391
160,710,1994,11989
160,740,1994,11406
165,2,1994,5274
165,140,1994,1416
165,160,1994,143
165,200,1994,6870
165,220,1994,6815
165,255,1994,7346
165,365,1994,8313
165,710,1994,11910
165,740,1994,11549
200,2,1994,3668
200,20,1994,3335
200,31,1994,4347
200,40,1994,4655
200,41,1994,4467
200,42,1994,4366
200,51,1994,4687
200,52,1994,4430
200,53,1994,4217
200,54,1994,4172
200,55,1994,4362
200,56,1994,4226
200,57,1994,4282
200,58,1994,4094
200,60,1994,4121
200,70,1994,5554
200,80,1994,5239
200,90,1994,5453
200,91,1994,5341
200,92,1994,5447
200,93,1994,5404
200,94,1994,5429
200,95,1994,5285
200,100,1994,5288
200,101,1994,4664
200,110,1994,4508
200,115,1994,4444
200,130,1994,5738
200,135,1994,6326
200,140,1994,5469
200,145,1994,6220
200,150,1994,6351
200,155,1994,7260
200,160,1994,6929
200,165,1994,6870
200,205,1994,288
200,210,1994,223
200,211,1994,198
200,212,1994,304
200,220,1994,212
200,221,1994,640
200,223,1994,528
200,225,1994,466
200,230,1994,786
200,232,1994,627
200,235,1994,986
200,255,1994,578
200,290,1994,900
200,305,1994,766
200,310,1994,903
200,316,1994,644
200,317,1994,801
200,325,1994,891
200,331,1994,783
200,338,1994,1298
200,339,1994,1176
200,343,1994,1207
200,344,1994,833
200,345,1994,1051
200,346,1994,1007
200,349,1994,763
200,350,1994,1487
200,352,1994,2001
200,355,1994,1253
200,359,1994,1335
200,360,1994,1300
200,365,1994,1555
200,366,1994,1109
200,367,1994,1042
200,368,1994,1073
200,369,1994,1327
200,370,1994,1164
200,371,1994,2247
200,372,1994,2199
200,373,1994,2471
200,375,1994,1133
200,380,1994,891
200,385,1994,718
200,390,1994,594
200,395,1994,1176
200,402,1994,2843
200,403,1994,3561
200,404,1994,2876
200,411,1994,3343
200,420,1994,2787
200,432,1994,2723
200,433,1994,2723
200,434,1994,3117
200,435,1994,2467
200,436,1994,2630
200,437,1994,3104
200,438,1994,3004
200,439,1994,2708
200,450,1994,3184
200,451,1994,3067
200,452,1994,3178
200,461,1994,3138
200,471,1994,3362
200,475,1994,2956
200,481,1994,3579
200,482,1994,3433
200,483,1994,2854
200,484,1994,3963
200,490,1994,3968
200,500,1994,4019
200,501,1994,4241
200,510,1994,4658
200,516,1994,4173
200,517,1994,4098
200,520,1994,4311
200,522,1994,3668
200,530,1994,3644
200,531,1994,3298
200,540,1994,4248
200,541,1994,5715
200,551,1994,4934
200,552,1994,5152
200,553,1994,4966
200,560,1994,6014
200,565,1994,5229
200,570,1994,5836
200,571,1994,5499
200,572,1994,5707
200,580,1994,5655
200,581,1994,5081
200,590,1994,6053
200,591,1994,5067
200,600,1994,1254
200,615,1994,1031
200,616,1994,1135
200,620,1994,1452
200,625,1994,3067
200,630,1994,2736
200,640,1994,1762
200,645,1994,2543
200,651,1994,2183
200,652,1994,2201
200,660,1994,2151
200,663,1994,2264
200,666,1994,2244
200,670,1994,3079
200,679,1994,3490
200,690,1994,2887
200,692,1994,3154
200,694,1994,3242
200,696,1994,3403
200,698,1994,3625
200,700,1994,3550
200,701,1994,2936
200,702,1994,3351
200,703,1994,3405
200,704,1994,3253
200,705,1994,3480
200,710,1994,5061
200,712,1994,4336
200,713,1994,6142
200,731,1994,5389
200,732,1994,5510
200,740,1994,5947
200,750,1994,4174
200,760,1994,4749
200,770,1994,3757
200,771,1994,4978
200,775,1994,5585
200,780,1994,5418
200,781,1994,5297
200,790,1994,4560
200,800,1994,5929
200,811,1994,6230
200,812,1994,5783
200,816,1994,5744
200,820,1994,6558
200,830,1994,6752
200,835,1994,7006
200,840,1994,6678
200,850,1994,7284
200,900,1994,10565
200,910,1994,9005
200,920,1994,11703
200,935,1994,10029
200,940,1994,9328
200,950,1994,10140
200,983,1994,8365
200,986,1994,7571
200,987,1994,8208
200,990,1994,9802
205,2,1994,3384
205,200,1994,288
205,220,1994,484
205,255,1994,818
205,365,1994,1738
205,710,1994,5149
205,740,1994,5964
210,2,1994,3850
210,200,1994,223
210,211,1994,108
210,220,1994,266
210,255,1994,357
210,365,1994,1335
210,710,1994,4863
210,740,1994,5780
211,2,1994,3865
211,200,1994,198
211,210,1994,108
211,212,1994,116
211,220,1994,163
211,255,1994,405
211,365,1994,1403
211,710,1994,4951
211,740,1994,5880
212,2,1994,3970
212,200,1994,304
212,211,1994,116
212,220,1994,179
212,255,1994,373
212,365,1994,1373
212,710,1994,4946
212,740,1994,5902
220,2,1994,3832
220,20,1994,3513
220,31,1994,4481
220,40,1994,4795
220,41,1994,4575
220,42,1994,4468
220,51,1994,4805
220,52,1994,4489
220,53,1994,4277
220,54,1994,4243
220,55,1994,4425
220,56,1994,4292
220,57,1994,4346
220,58,1994,4170
220,60,1994,4200
220,70,1994,5719
220,80,1994,5381
220,90,1994,5593
220,91,1994,5473
220,92,1994,5583
220,93,1994,5530
220,94,1994,5546
220,95,1994,5389
220,100,1994,5368
220,101,1994,4738
220,110,1994,4547
220,115,1994,4471
220,130,1994,5820
220,135,1994,6378
220,140,1994,5427
220,145,1994,6237
220,150,1994,6320
220,155,1994,7245
220,160,1994,6881
220,165,1994,6815
220,200,1994,212
220,205,1994,484
220,210,1994,266
220,211,1994,163
220,212,1994,179
220,221,1994,429
220,223,1994,353
220,225,1994,274
220,230,1994,656
220,232,1994,442
220,235,1994,904
220,255,1994,545
220,290,1994,850
220,305,1994,642
220,310,1994,777
220,316,1994,551
220,317,1994,678
220,325,1994,688
220,331,1994,590
220,338,1994,1089
220,339,1994,996
220,343,1994,1038
220,344,1994,674
220,345,1994,900
220,346,1994,839
220,349,1994,601
220,350,1994,1305
220,352,1994,1836
220,355,1994,1094
220,359,1994,1230
220,360,1994,1164
220,365,1994,1547
220,366,1994,1155
220,367,1994,1059
220,368,1994,1057
220,369,1994,1259
220,370,1994,1136
220,371,1994,2134
220,372,1994,2095
220,373,1994,2372
220,375,1994,1187
220,380,1994,960
220,385,1994,834
220,390,1994,639
220,395,1994,1388
220,402,1994,2767
220,403,1994,3367
220,404,1994,2759
220,411,1994,3145
220,420,1994,2677
220,432,1994,2574
220,433,1994,2618
220,434,1994,2931
220,435,1994,2361
220,436,1994,2445
220,437,1994,2942
220,438,1994,2876
220,439,1994,2534
220,450,1994,3042
220,451,1994,2936
220,452,1994,3000
220,461,1994,2956
220,471,1994,3159
220,475,1994,2759
220,481,1994,3380
220,482,1994,3223
220,483,1994,2644
220,484,1994,3757
220,490,1994,3762
220,500,1994,3810
220,501,1994,4033
220,510,1994,4451
220,516,1994,3962
220,517,1994,3887
220,520,1994,4114
220,522,1994,3477
220,530,1994,3443
220,531,1994,3105
220,540,1994,4045
220,541,1994,5503
220,551,1994,4723
220,552,1994,4940
220,553,1994,4754
220,560,1994,5811
220,565,1994,5025
220,570,1994,5626
220,571,1994,5289
220,572,1994,5496
220,580,1994,5449
220,581,1994,4874
220,590,1994,5855
220,591,1994,4880
220,600,1994,1129
220,615,1994,838
220,616,1994,923
220,620,1994,1240
220,625,1994,2864
220,630,1994,2621
220,640,1994,1617
220,645,1994,2401
220,651,1994,1998
220,652,1994,2038
220,660,1994,1987
220,663,1994,2095
220,666,1994,2073
220,670,1994,2918
220,679,1994,3306
220,690,1994,2741
220,692,1994,3006
220,694,1994,3094
220,696,1994,3260
220,698,1994,3490
220,700,1994,3473
220,701,1994,2847
220,702,1994,3287
220,703,1994,3371
220,704,1994,3202
220,705,1994,3452
220,710,1994,5109
220,712,1994,4384
220,713,1994,6168
220,731,1994,5457
220,732,1994,5577
220,740,1994,6042
220,750,1994,4098
220,760,1994,4699
220,770,1994,3686
220,771,1994,4921
220,775,1994,5526
220,780,1994,5296
220,781,1994,5155
220,790,1994,4501
220,800,1994,5875
220,811,1994,6183
220,812,1994,5745
220,816,1994,5721
220,820,1994,6483
220,830,1994,6680
220,835,1994,6973
220,840,1994,6684
220,850,1994,7203
220,900,1994,10528
220,910,1994,9051
220,920,1994,11809
220,935,1994,10157
220,940,1994,9429
220,950,1994,10312
220,983,1994,8522
220,986,1994,7605
220,987,1994,8323
220,990,1994,10002
221,2,1994,4200
221,200,1994,640
221,220,1994,429
221,255,1994,665
221,365,1994,1566
221,710,1994,5166
221,740,1994,6192
223,2,1994,4184
223,200,1994,528
223,220,1994,353
223,225,1994,98
223,255,1994,410
223,305,1994,326
223,365,1994,1337
223,710,1994,4937
223,740,1994,5944
225,2,1994,4104
225,200,1994,466
225,220,1994,274
225,223,1994,98
225,255,1994,469
225,305,1994,423
225,325,1994,426
225,365,1994,1424
225,710,1994,5021
225,740,1994,6015
230,2,1994,3787
230,200,1994,786
230,220,1994,656
230,232,1994,306
230,235,1994,313
230,255,1994,1162
230,365,1994,2140
230,600,1994,473
230,710,1994,5734
230,740,1994,6696
232,2,1994,3971
232,200,1994,627
232,220,1994,442
232,230,1994,306
232,255,1994,885
232,365,1994,1844
232,710,1994,5443
232,740,1994,6433
235,2,1994,3567
235,200,1994,986
235,220,1994,904
235,230,1994,313
235,255,1994,1437
235,365,1994,2429
235,710,1994,6011
235,740,1994,6932
255,2,1994,4172
255,20,1994,3811
255,31,1994,4894
255,40,1994,5194
255,41,1994,5036
255,42,1994,4938
255,51,1994,5250
255,52,1994,5007
255,53,1994,4794
255,54,1994,4750
255,55,1994,4940
255,56,1994,4804
255,57,1994,4860
255,58,1994,4672
255,60,1994,4699
255,70,1994,6049
255,80,1994,5776
255,90,1994,5990
255,91,1994,5888
255,92,1994,5990
255,93,1994,5958
255,94,1994,5990
255,95,1994,5855
255,100,1994,5865
255,101,1994,5242
255,110,1994,5078
255,115,1994,5009
255,130,1994,6316
255,135,1994,6902
255,140,1994,5965
255,145,1994,6779
255,150,1994,6861
255,155,1994,7789
255,160,1994,7415
255,165,1994,7346
255,200,1994,578
255,205,1994,818
255,210,1994,357
255,211,1994,405
255,212,1994,373
255,220,1994,545
255,221,1994,665
255,223,1994,410
255,225,1994,469
255,230,1994,1162
255,232,1994,885
255,235,1994,1437
255,290,1994,322
255,305,1994,326
255,310,1994,429
255,316,1994,175
255,317,1994,344
255,325,1994,735
255,331,1994,598
255,338,1994,1151
255,339,1994,830
255,343,1994,818
255,344,1994,479
255,345,1994,622
255,346,1994,642
255,349,1994,449
255,350,1994,1122
255,352,1994,1549
255,355,1994,821
255,359,1994,788
255,360,1994,806
255,365,1994,1002
255,366,1994,648
255,367,1994,525
255,368,1994,511
255,369,1994,750
255,370,1994,594
255,371,1994,1694
255,372,1994,1638
255,373,1994,1905
255,375,1994,689
255,380,1994,505
255,385,1994,522
255,390,1994,220
255,395,1994,1485
255,402,1994,3291
255,403,1994,3629
255,404,1994,3240
255,411,1994,3384
255,420,1994,3167
255,432,1994,3001
255,433,1994,3116
255,434,1994,3242
255,435,1994,2859
255,436,1994,2768
255,437,1994,3333
255,438,1994,3339
255,439,1994,2897
255,450,1994,3477
255,451,1994,3394
255,452,1994,3339
255,461,1994,3282
255,471,1994,3366
255,475,1994,3017
255,481,1994,3613
255,482,1994,3343
255,483,1994,2796
255,484,1994,3929
255,490,1994,3933
255,500,1994,3777
255,501,1994,3962
255,510,1994,4377
255,516,1994,3977
255,517,1994,3890
255,520,1994,3943
255,522,1994,3277
255,530,1994,3312
255,531,1994,2927
255,540,1994,4243
255,541,1994,5551
255,551,1994,4782
255,552,1994,4980
255,553,1994,4758
255,560,1994,5985
255,565,1994,5198
255,570,1994,5724
255,571,1994,5390
255,572,1994,5557
255,580,1994,5349
255,581,1994,4782
255,590,1994,5682
255,591,1994,4652
255,600,1994,1622
255,615,1994,1199
255,616,1994,1098
255,620,1994,1358
255,625,1994,2761
255,630,1994,2183
255,640,1994,1268
255,645,1994,2028
255,651,1994,1799
255,652,1994,1738
255,660,1994,1692
255,663,1994,1816
255,666,1994,1804
255,670,1994,2598
255,679,1994,3074
255,690,1994,2375
255,692,1994,2644
255,694,1994,2732
255,696,1994,2883
255,698,1994,3092
255,700,1994,2973
255,701,1994,2364
255,702,1994,2773
255,703,1994,2835
255,704,1994,2677
255,705,1994,2913
255,710,1994,4575
255,712,1994,3851
255,713,1994,5625
255,731,1994,4936
255,732,1994,5056
255,740,1994,5548
255,750,1994,3597
255,760,1994,4173
255,770,1994,3179
255,771,1994,4401
255,775,1994,5007
255,780,1994,4862
255,781,1994,4765
255,790,1994,3982
255,800,1994,5353
255,811,1994,5656
255,812,1994,5212
255,816,1994,5181
255,820,1994,5980
255,830,1994,6174
255,835,1994,6438
255,840,1994,6139
255,850,1994,6707
255,900,1994,9997
255,910,1994,8513
255,920,1994,11283
255,935,1994,9687
255,940,1994,8930
255,950,1994,9936
255,983,1994,8127
255,986,1994,7063
255,987,1994,7846
255,990,1994,9759
290,2,1994,4462
290,200,1994,900
290,220,1994,850
290,255,1994,322
290,316,1994,320
290,317,1994,331
290,365,1994,715
290,368,1994,245
290,369,1994,430
290,370,1994,296
290,710,1994,4315
290,740,1994,5337
305,2,1994,4428
305,200,1994,766
305,220,1994,642
305,223,1994,326
305,225,1994,423
305,255,1994,326
305,310,1994,136
305,316,1994,155
305,317,1994,36
305,325,1994,474
305,349,1994,170
305,365,1994,1040
305,710,1994,4640
305,740,1994,5681
310,2,1994,4562
310,200,1994,903
310,220,1994,777
310,255,1994,429
310,305,1994,136
310,317,1994,102
310,344,1994,188
310,345,1994,197
310,349,1994,238
310,360,1994,398
310,365,1994,974
310,369,1994,557
310,710,1994,4562
310,740,1994,5627
316,2,1994,4291
316,200,1994,644
316,220,1994,551
316,255,1994,175
316,290,1994,320
316,305,1994,155
316,317,1994,180
316,365,1994,1036
316,710,1994,4634
316,740,1994,5642
317,2,1994,4461
317,200,1994,801
317,220,1994,678
317,255,1994,344
317,290,1994,331
317,305,1994,36
317,310,1994,102
317,316,1994,180
317,365,1994,1014
317,369,1994,624
317,710,1994,4612
317,740,1994,5659
325,2,1994,4487
325,200,1994,891
325,220,1994,688
325,225,1994,426
325,255,1994,735
325,305,1994,474
325,331,1994,138
325,349,1994,305
325,365,1994,1478
325,710,1994,5052
325,740,1994,6131
331,2,1994,4414
331,200,1994,783
331,220,1994,590
331,255,1994,598
331,325,1994,138
331,365,1994,1379
331,710,1994,4968
331,740,1994,6028
338,2,1994,4801
338,200,1994,1298
338,220,1994,1089
338,255,1994,1151
338,365,1994,1750
338,710,1994,5229
338,740,1994,6373
339,2,1994,4827
339,200,1994,1176
339,220,1994,996
339,255,1994,830
339,343,1994,95
339,345,1994,243
339,350,1994,312
339,365,1994,1280
339,710,1994,4773
339,740,1994,5903
343,2,1994,4869
343,200,1994,1207
343,220,1994,1038
343,255,1994,818
343,339,1994,95
343,345,1994,201
343,350,1994,303
343,355,1994,107
343,365,1994,1196
343,710,1994,4678
343,740,1994,5812
344,2,1994,4499
344,200,1994,833
344,220,1994,674
344,255,1994,479
344,310,1994,188
344,345,1994,228
344,346,1994,178
344,349,1994,74
344,365,1994,1161
344,710,1994,4749
344,740,1994,5813
345,2,1994,4719
345,200,1994,1051
345,220,1994,900
345,255,1994,622
345,310,1994,197
345,339,1994,243
345,343,1994,201
345,344,1994,228
345,346,1994,123
345,355,1994,205
345,360,1994,278
345,365,1994,1065
345,710,1994,4609
345,740,1994,5711
346,2,1994,4670
346,200,1994,1007
346,220,1994,839
346,255,1994,642
346,344,1994,178
346,345,1994,123
346,365,1994,1182
346,710,1994,4732
346,740,1994,5831
349,2,1994,4428
349,200,1994,763
349,220,1994,601
349,255,1994,449
349,305,1994,170
349,310,1994,238
349,325,1994,305
349,344,1994,74
349,365,1994,1201
349,710,1994,4795
349,740,1994,5848
350,2,1994,5132
350,200,1994,1487
350,220,1994,1305
350,255,1994,1122
350,339,1994,312
350,343,1994,303
350,355,1994,326
350,365,1994,1387
350,640,1994,509
350,710,1994,4735
350,740,1994,5914
352,2,1994,5667
352,200,1994,2001
352,220,1994,1836
352,255,1994,1549
352,365,1994,1438
352,640,1994,331
352,710,1994,4393
352,740,1994,5633
355,2,1994,4920
355,200,1994,1253
355,220,1994,1094
355,255,1994,821
355,343,1994,107
355,345,1994,205
355,350,1994,326
355,360,1994,185
355,365,1994,1106
355,640,1994,531
355,710,1994,4572
355,740,1994,5709
359,2,1994,4958
359,200,1994,1335
359,220,1994,1230
359,255,1994,788
359,360,1994,222
359,365,1994,712
359,369,1994,249
359,710,1994,4186
359,740,1994,5308
360,2,1994,4960
360,200,1994,1300
360,220,1994,1164
360,255,1994,806
360,310,1994,398
360,345,1994,278
360,355,1994,185
360,359,1994,222
360,365,1994,932
360,369,1994,463
360,710,1994,4390
360,740,1994,5525
365,2,1994,4863
365,20,1994,4453
365,31,1994,5687
365,40,1994,5956
365,41,1994,5904
365,42,1994,5823
365,51,1994,6089
365,52,1994,5967
365,53,1994,5754
365,54,1994,5696
365,55,1994,5895
365,56,1994,5755
365,57,1994,5813
365,58,1994,5608
365,60,1994,5630
365,70,1994,6667
365,80,1994,6517
365,90,1994,6731
365,91,1994,6663
365,92,1994,6749
365,93,1994,6752
365,94,1994,6816
365,95,1994,6720
365,100,1994,6786
365,101,1994,6178
365,110,1994,6060
365,115,1994,5999
365,130,1994,7229
365,135,1994,7865
365,140,1994,6952
365,145,1994,7775
365,150,1994,7854
365,155,1994,8789
365,160,1994,8391
365,165,1994,8313
365,200,1994,1555
365,205,1994,1738
365,210,1994,1335
365,211,1994,1403
365,212,1994,1373
365,220,1994,1547
365,221,1994,1566
365,223,1994,1337
365,225,1994,1424
365,230,1994,2140
365,232,1994,1844
365,235,1994,2429
365,255,1994,1002
365,290,1994,715
365,305,1994,1040
365,310,1994,974
365,316,1994,1036
365,317,1994,1014
365,325,1994,1478
365,331,1994,1379
365,338,1994,1750
365,339,1994,1280
365,343,1994,1196
365,344,1994,1161
365,345,1994,1065
365,346,1994,1182
365,349,1994,1201
365,350,1994,1387
365,352,1994,1438
365,355,1994,1106
365,359,1994,712
365,360,1994,932
365,366,1994,540
365,367,1994,524
365,368,1994,490
365,369,1994,471
365,370,1994,420
365,371,1994,1121
365,372,1994,1023
365,373,1994,1201
365,375,1994,556
365,380,1994,764
365,385,1994,1022
365,390,1994,970
365,395,1994,2058
365,402,1994,4262
365,403,1994,4205
365,404,1994,4151
365,411,1994,3937
365,420,1994,4092
365,432,1994,3845
365,433,1994,4052
365,434,1994,3910
365,435,1994,3799
365,436,1994,3479
365,437,1994,4115
365,438,1994,4225
365,439,1994,3657
365,450,1994,4320
365,451,1994,4270
365,452,1994,4046
365,461,1994,3970
365,471,1994,3869
365,475,1994,3620
